ID,Nombre,Edad,Promedio
4322,Valeria,17,3.5
2522,Jonathan,18,1.5
6832,Hector,19,2.9
7687,Luis,23,3.3
8943,Manuela,23,1.7
8437,Mariana,24,1.2
1558,Alexander,20,3.8
4801,Natalia,24,2.6
2277,Beatriz,16,2.6
9558,Cristian,24,1.0
8016,Santiago,16,2.6
8214,Juan,23,4.7
8891,Nicolas,17,1.1
5980,Juan,24,2.9
7958,Daniela,17,4.9
666,Paola,20,1.1
9128,Alexander,16,3.2
8918,Alejandro,18,4.9
7953,Sebastian,15,2.6
6398,Kevin,24,2.7
8917,Steven,17,3.4
2601,Valeria,24,1.1
4397,Pablo,17,4.6
8800,Angelica,25,1.7
1754,Elena,15,3.4
7127,Isabella,21,1.7
4392,Monica,24,1.1
2586,Roberto,18,3.8
1378,Andres,18,4.3
3660,Isabella,16,4.3
2966,Camila,25,2.2
3487,Gustavo,18,1.2
7463,Jorge,15,2.0
4304,Angelica,20,1.8
3722,Tomas,25,4.5
4985,Esteban,25,1.2
1890,Natalia,18,2.8
4122,Carolina,15,2.3
3092,Xiomara,19,3.0
577,Juan,16,1.4
77,Patricia,20,1.3
4066,Adriana,16,3.2
5086,Angelica,23,3.0
6651,Liliana,17,3.9
1382,Manuela,20,3.8
771,Beatriz,21,3.6
6614,Esteban,15,3.6
7196,Gloria,16,1.3
7425,Emanuel,16,4.7
8330,Isabella,22,3.7
837,Pablo,16,2.7
3536,Julian,17,2.7
4003,Gabriela,24,4.1
103,Bryan,16,2.9
1693,Gustavo,19,1.5
4480,Liliana,25,4.7
5223,Mauricio,22,4.8
7693,Julian,22,4.9
8598,Angelica,21,3.1
1318,Juliana,15,5.0
7488,Ricardo,19,3.3
9990,Mariana,25,3.9
6770,Sebastian,19,1.4
480,Patricia,21,4.8
9524,Carolina,20,1.5
7156,Esteban,18,3.6
1845,Alejandra,17,4.6
8273,Roberto,25,1.7
6699,David,22,3.7
7144,Martha,24,1.9
6840,Elena,22,2.4
2874,Gloria,21,1.7
9765,Alejandro,19,1.4
4108,Stefania,25,4.2
6129,Juliana,17,2.3
3941,Sergio,19,3.1
5149,Tomas,22,4.4
7020,Steven,20,2.6
8417,Christian,16,2.9
4476,Claudia,18,3.9
7235,Mateo,20,1.2
2469,Carolina,21,4.7
4136,Mateo,20,1.3
7983,Catalina,21,3.5
8656,Alejandro,15,1.1
8720,Elena,23,2.7
9115,Melissa,21,3.8
4244,Martha,24,4.6
3433,Sara,25,2.7
6408,Steven,20,3.1
5126,Gloria,15,4.4
3317,Sergio,24,1.7
5791,Manuela,17,2.9
1538,Felipe,19,1.9
1121,Laura,25,4.3
8409,Catalina,22,3.0
731,Isabella,21,1.6
1960,Bryan,18,2.0
8779,Patricia,23,4.1
3544,Bryan,16,2.9
697,Valeria,25,4.5
6911,Andres,20,3.8
6024,Sara,20,3.0
6700,Diego,15,3.9
8996,Sara,15,5.0
3528,Esteban,22,2.2
3062,Ivan,25,5.0
34,Ricardo,23,4.6
4455,Catalina,15,2.4
75,Vanessa,18,4.6
3753,Eduardo,25,4.9
3620,Claudia,25,3.1
410,Cristian,23,2.8
2499,Roberto,20,3.0
7690,Jose,19,1.6
3895,Sergio,25,3.8
6850,Angelica,17,2.2
6272,Jose,24,2.1
8895,Patricia,18,1.6
2174,Alejandro,23,2.9
4785,Patricia,22,4.3
8422,Mauricio,16,2.5
409,Jose,25,2.4
329,Sara,20,1.7
1765,Nicolas,20,3.5
5611,Rosa,16,4.2
3217,Andres,18,4.7
74,Sara,15,1.5
2376,Elena,17,3.3
8144,Cristian,25,3.1
2782,Valentina,24,3.9
4117,Jonathan,18,2.3
2120,Kevin,22,2.3
9870,Isabella,24,1.4
3434,Hector,23,4.6
1913,Elena,17,4.5
3334,Sofia,23,4.5
2642,Liliana,18,2.2
9372,Gloria,25,1.2
5487,Daniela,19,3.2
2337,Manuela,20,3.8
9512,Tomas,17,4.3
2197,Eduardo,17,3.3
7950,Camila,19,3.8
7509,Claudia,19,1.0
3009,Julian,20,4.5
9519,Alexander,17,4.5
2019,Samuel,18,4.9
6230,Adriana,22,2.2
7063,Xiomara,23,2.9
9408,Sergio,15,3.8
9471,David,16,4.1
4572,Catalina,15,4.4
8547,Nicolas,22,1.5
1909,Claudia,22,4.4
8851,Samuel,15,4.3
3443,Pablo,17,3.0
6034,Ivan,20,3.3
2823,Ana,15,1.2
9005,Jose,21,1.1
8394,Daniela,22,2.6
9928,Laura,19,3.7
2630,Isabella,18,4.0
1584,Fernando,18,2.4
3987,Monica,21,4.1
8900,Gabriela,16,2.7
9334,Luis,22,3.8
3384,Bryan,20,3.5
1169,Adriana,20,2.1
3875,Gloria,21,3.6
7780,Mariana,24,2.9
4115,Laura,22,4.2
1779,Melissa,24,2.7
7268,Steven,16,2.9
9231,Daniela,18,2.4
1907,Oscar,22,1.8
271,Carlos,20,2.9
3231,Manuela,17,4.9
1127,Alexander,20,2.3
7125,Tatiana,19,3.2
5123,Camila,24,3.5
2637,Mauricio,15,1.4
5820,Laura,17,3.2
100,Paola,15,2.9
4797,Kevin,20,4.3
6053,Hector,16,3.2
8747,Paola,15,2.4
1851,Isabella,23,3.3
4810,Andres,23,1.2
3369,Sofia,19,5.0
7755,Jonathan,16,3.4
4936,Bryan,24,1.2
9678,Mauricio,18,1.9
8739,Pablo,25,2.3
4342,Felipe,18,4.8
7080,Angelica,16,2.0
4971,Kevin,20,3.1
2424,Gabriela,23,2.9
6444,Daniel,18,2.8
1654,Miguel,20,4.7
1896,Santiago,17,3.0
7231,Isabella,18,4.8
1663,Luis,17,2.4
9668,Gloria,18,4.2
759,Alejandra,17,2.7
5020,Beatriz,16,2.3
2858,David,21,4.3
4617,Mauricio,24,4.8
2026,Mauricio,25,2.9
2584,Sergio,15,3.1
4467,Camila,20,1.5
200,Sara,16,3.3
6070,Sebastian,17,1.3
2308,Fernando,15,2.9
5120,Gabriela,19,3.6
3508,Paula,22,3.9
7601,Oscar,25,2.1
6824,Diego,25,4.4
8444,Sebastian,23,1.0
1522,Juan,15,2.5
3721,Andres,18,1.1
6588,Melissa,18,3.5
4051,Nicolas,25,4.5
9710,Daniel,17,3.8
3824,Mateo,20,1.6
4708,Sergio,24,1.2
7203,Laura,18,4.9
4597,Angelica,25,3.3
900,Emanuel,18,5.0
5856,Valeria,23,2.4
8787,Sara,15,3.3
8574,Samuel,16,4.6
4237,Alexander,23,2.8
8355,Alejandro,25,3.2
2401,David,23,2.9
9201,Mario,22,3.8
2421,Maria,23,1.9
3567,Ivan,21,3.8
4557,Cristian,19,2.3
3897,Ricardo,23,3.7
550,Gabriela,20,4.2
6733,Juliana,15,2.0
6131,Martha,16,3.8
8464,Natalia,23,3.7
3791,Xiomara,20,2.1
6968,Jonathan,24,2.7
8927,Sebastian,20,2.9
8292,Juliana,24,3.7
9997,Fernando,24,3.2
9953,Eduardo,19,3.7
2815,Miguel,15,2.1
6375,Mariana,15,4.3
9801,Eduardo,18,1.4
3014,Pablo,23,3.8
7365,Camila,16,4.3
5372,Esteban,18,4.6
424,Alejandro,21,2.2
7307,Diego,22,2.9
9174,Juan,24,4.8
83,Gloria,17,3.2
566,Mariana,24,2.8
4263,Tomas,22,1.4
7527,Eduardo,16,1.6
2237,Gloria,24,2.9
6292,Carolina,17,4.5
1713,Mariana,24,1.6
4387,Tomas,15,1.8
8154,Tomas,20,4.5
6575,David,17,4.5
5618,Adriana,19,1.6
3046,Melissa,24,4.5
7431,Isabella,21,3.7
9141,Diego,17,1.7
5065,Paola,16,1.5
8797,Paola,15,3.1
3844,Fernando,24,1.0
3162,Elena,21,4.8
1102,Andres,19,2.9
1009,Elena,15,4.4
9745,Camila,15,3.8
8049,Xiomara,16,3.4
326,David,19,4.8
7525,Alejandra,25,3.6
4293,Paula,24,3.3
8040,Steven,21,4.0
8957,Felipe,22,2.2
4120,Oscar,15,4.9
9138,Mario,18,4.7
9429,Tomas,17,1.2
5819,Melissa,20,1.8
696,Angela,21,2.6
9577,Oscar,22,1.1
663,Eduardo,20,3.0
7056,Andres,20,4.9
233,Hector,17,1.3
809,Mauricio,19,2.4
5685,Sofia,16,2.2
1053,Felipe,18,3.9
5373,Hector,22,4.4
8897,Oscar,24,4.3
5460,Paola,21,3.3
750,Angela,15,4.8
1461,Alexander,16,3.4
2024,Sofia,20,4.5
3493,Gloria,22,4.2
9825,Miguel,19,2.5
1076,Mario,16,1.4
5002,Julian,23,2.0
7327,Tomas,23,4.9
7663,Rosa,17,2.1
2163,Valentina,20,1.4
9703,Jorge,23,2.4
2736,Mariana,18,3.0
1292,Liliana,16,1.9
8048,Natalia,18,1.8
9434,Valentina,15,4.2
6955,Fernando,22,2.2
8300,Alejandro,23,1.5
7674,Valentina,24,4.6
1147,Manuela,23,3.4
4209,Alejandro,17,2.2
2044,Pablo,15,1.6
5526,Christian,20,3.2
2156,Liliana,22,3.3
5960,Andres,17,3.4
1400,Angela,17,3.4
7087,Eduardo,16,3.2
848,Daniel,22,1.5
3917,Maria,23,4.6
4540,Eduardo,19,4.6
106,Nicolas,24,1.3
7973,Maria,18,4.4
1873,Paola,23,2.9
5266,Esteban,16,2.3
3164,Valeria,25,3.6
5127,Beatriz,19,2.5
6118,David,23,4.0
1338,Gustavo,17,3.9
7152,Beatriz,16,3.1
1551,Carlos,25,2.9
3085,Ricardo,21,2.4
667,Claudia,25,3.4
8196,Angelica,18,4.2
6970,Jonathan,18,2.6
2822,Elena,23,4.7
8477,Ricardo,24,2.4
7717,Mario,21,3.6
6263,Liliana,17,4.5
2306,Sara,17,1.3
4892,Paula,15,4.9
4198,Natalia,23,1.1
8540,Gustavo,18,3.8
2255,Valentina,24,4.9
7988,Santiago,24,1.8
9316,Adriana,20,1.8
3306,Felipe,21,1.1
8554,Monica,20,2.4
7303,Tomas,25,3.8
9629,Juan,21,3.2
3977,Felipe,17,1.0
4477,Rosa,20,2.2
6153,Stefania,20,1.4
1349,Luis,22,1.9
7571,Alejandra,21,3.0
4825,Sara,24,1.2
7541,Alexander,20,4.0
1040,Angelica,15,1.4
4868,Mariana,19,3.7
5196,Claudia,17,1.5
7789,Roberto,19,3.1
6794,Patricia,20,2.7
8227,Nicolas,25,2.1
3760,Jonathan,18,2.6
1987,Angelica,25,1.4
9981,Daniela,16,1.4
1826,Luis,16,3.1
9320,Lucia,25,2.8
5975,Oscar,25,3.9
9344,Rosa,22,3.7
8607,Valeria,18,2.8
9284,Kevin,25,3.4
754,Angela,16,3.1
2215,Rosa,21,2.9
6123,Monica,17,2.7
1142,Laura,18,4.3
528,Ana,17,1.3
7140,Eduardo,19,4.7
245,Ana,15,2.6
439,Cristian,17,4.4
5173,Melissa,16,2.2
2740,Samuel,16,1.3
745,Fernando,15,2.6
679,Luis,21,1.5
4363,Daniela,23,4.0
877,Catalina,20,1.9
5829,Julian,23,5.0
7749,Jorge,19,2.2
6792,Mario,22,2.6
3561,Sara,24,4.7
8510,Daniel,24,2.9
87,Melissa,17,3.2
7304,Julian,15,1.8
9043,Fernando,19,4.8
92,Santiago,16,4.4
7200,Kevin,23,4.7
23,David,20,2.6
6728,Ivan,25,2.0
8695,Gabriela,19,1.9
610,Catalina,22,2.1
9513,Liliana,15,4.3
9833,Felipe,16,3.1
2139,Bryan,24,1.4
1245,Mario,17,2.5
7245,Alejandra,21,4.6
3163,Vanessa,21,1.6
8099,Tatiana,22,1.1
4581,Isabella,23,1.5
3915,Hector,23,4.5
1608,Tatiana,23,4.7
4432,Oscar,16,2.9
5291,Beatriz,19,3.1
7068,Samuel,16,5.0
304,Camila,23,2.3
1002,Diana,18,4.5
5652,Pablo,20,4.6
9873,Paola,23,4.0
8030,Beatriz,25,3.7
7226,Daniel,15,1.7
5202,Andres,18,2.2
7590,Bryan,17,2.0
3311,Gabriela,16,3.2
4436,Sergio,15,2.9
9808,Carolina,17,1.2
6334,Christian,19,3.1
2563,Santiago,21,4.3
2041,Juan,19,3.3
6707,Ivan,17,4.1
2263,Camila,17,2.4
515,Diana,16,4.7
2925,Tomas,24,3.2
6882,Catalina,22,4.0
941,Alejandra,24,1.6
4469,Emanuel,22,1.5
7845,Diana,24,3.5
1372,Santiago,24,4.7
542,Ivan,18,2.9
2001,Roberto,19,3.1
1326,Gustavo,22,3.8
7984,Pablo,15,3.6
282,Xiomara,23,4.4
3238,Felipe,21,2.7
7308,Jonathan,22,4.2
5494,Carolina,21,2.9
484,Monica,19,3.6
4228,Liliana,20,3.1
8968,Daniela,17,2.7
405,Ivan,19,1.5
2271,Daniel,19,1.2
8507,Adriana,17,1.4
1157,Ana,21,3.9
2443,Jonathan,16,3.0
6864,Alejandro,22,2.1
806,Lucia,20,1.8
4794,Ricardo,16,1.8
738,Sergio,18,1.0
7180,Esteban,23,2.0
6789,Gustavo,21,3.7
3995,Alejandro,23,1.7
8864,Hector,18,4.2
1783,Laura,15,4.4
8857,Laura,17,2.5
4091,Isabella,18,4.2
4587,Vanessa,22,1.9
1514,Patricia,19,1.3
7621,Natalia,17,2.1
6926,Alejandro,17,3.5
9280,Laura,16,1.9
7592,Rosa,24,1.4
3966,Oscar,22,1.4
4882,Elena,20,2.1
8989,Mariana,21,3.6
6573,Tomas,17,1.3
9543,Tomas,25,4.6
7928,Andres,19,2.7
5413,Laura,18,1.8
254,Diana,25,4.4
1613,Hector,17,1.7
8277,Sara,18,1.4
8041,Rosa,15,3.0
8701,Isabella,21,4.9
4875,Hector,17,2.8
495,Angelica,22,2.9
507,Andrea,19,2.7
782,Carlos,24,4.7
1125,Roberto,24,4.8
1612,Jorge,21,3.6
3004,Jonathan,25,2.6
618,Liliana,25,1.6
6546,Beatriz,15,4.4
8441,Valeria,23,2.1
4903,Juan,23,2.4
6712,Tatiana,23,2.9
2899,Maria,24,4.0
7162,Oscar,23,4.1
8929,Jose,16,4.3
2865,Alejandro,17,3.9
1375,Ana,20,2.0
9484,Sebastian,17,4.2
407,Tatiana,18,3.9
2314,Fernando,20,4.6
7300,Ivan,24,3.5
8096,Tatiana,16,3.9
1766,Angela,21,2.5
5290,Alejandro,23,3.0
1528,David,18,4.7
2672,Samuel,22,1.5
4795,Sebastian,16,3.9
6615,Martha,17,4.4
884,Adriana,19,1.3
1238,Cristian,21,4.1
6877,Rosa,24,1.3
876,Daniela,15,4.1
5466,Lucia,17,3.1
9934,Lucia,22,2.6
4624,Carolina,23,2.0
4269,Juliana,23,2.9
2394,Alejandra,20,4.7
9648,Carlos,18,2.6
5370,Stefania,20,5.0
682,Natalia,21,3.2
1253,Isabella,22,3.3
9531,Stefania,19,2.9
6988,Xiomara,25,3.1
7232,Lucia,21,1.4
3456,Jorge,18,4.8
4640,David,21,3.4
6653,Emanuel,20,1.6
3571,Patricia,25,3.5
6297,Miguel,25,3.8
3257,Juan,16,3.1
9348,Sofia,18,2.7
3018,Mario,20,3.6
4963,Liliana,21,4.0
300,Elena,21,1.7
5600,Natalia,19,2.1
5571,Manuela,20,4.1
6503,Daniela,22,4.9
9575,Angela,22,3.5
140,Carlos,25,4.5
1119,Fernando,25,4.9
2234,Valeria,17,5.0
5588,Samuel,17,3.1
4521,Tatiana,23,3.7
2846,Juliana,17,4.5
9114,Mariana,23,3.4
8819,Adriana,17,1.3
6966,Sergio,22,1.2
702,Liliana,25,2.6
6008,Bryan,23,4.0
9287,Mateo,15,3.3
8452,Diana,17,2.0
1302,Lucia,20,3.8
3026,Adriana,21,2.3
3509,Martha,19,2.8
8335,Mariana,22,3.0
6120,Felipe,15,1.4
3261,Valentina,18,2.5
8359,Paola,22,2.4
5387,Jonathan,23,4.6
8908,Jose,19,4.9
7929,Angelica,21,3.3
692,Beatriz,17,1.9
2209,Mauricio,23,4.8
5959,Cristian,18,4.3
367,Paula,19,2.1
6289,Felipe,24,4.5
6056,Eduardo,24,3.9
9257,Nicolas,24,4.6
4254,Mauricio,25,4.6
5520,Miguel,19,3.8
1755,Jose,22,2.2
9426,Fernando,16,4.2
3024,Elena,15,4.9
6848,Claudia,16,1.4
4838,Martha,16,4.1
1958,Sebastian,16,4.3
3624,Daniela,25,2.1
3595,Claudia,24,3.5
5070,Fernando,24,4.5
7720,Carolina,19,1.3
9576,Valentina,16,3.8
5361,Eduardo,24,1.6
3174,Mariana,16,2.2
3152,Ivan,16,3.4
9200,Tatiana,22,1.3
9846,Valeria,19,3.4
3922,Laura,22,2.9
145,Natalia,21,1.7
7299,Daniel,21,1.6
713,Andres,22,4.1
8089,Miguel,20,2.9
8,Stefania,16,4.3
5146,Felipe,21,3.7
8840,Christian,24,3.3
6901,Laura,17,2.8
4921,Tomas,24,3.3
8670,Jonathan,24,4.0
8893,Mario,22,3.7
2671,Oscar,18,4.1
983,Kevin,22,1.5
7170,Juliana,23,2.5
9884,Maria,25,4.6
6200,Gustavo,23,2.5
5367,Angela,17,4.0
2072,Luis,16,4.8
558,Hector,17,3.6
3728,Sebastian,25,3.9
2195,Ivan,24,2.7
6238,Ricardo,25,4.4
6500,Carlos,16,2.6
9603,Angelica,22,3.8
9137,Xiomara,23,1.3
8051,Diana,20,4.1
9607,Melissa,18,4.2
1310,Esteban,17,3.8
2451,Oscar,24,4.6
8974,Santiago,22,1.6
5756,Martha,20,2.8
2754,Vanessa,15,4.0
2520,Alexander,22,1.3
3960,Steven,17,1.5
8529,Jorge,19,1.5
2767,Rosa,15,2.6
5214,Juan,20,4.4
8580,Claudia,20,3.5
6087,Stefania,20,2.6
4922,Rosa,24,5.0
4706,Melissa,15,4.3
9823,Bryan,17,2.8
373,Claudia,17,1.2
4995,Xiomara,17,4.4
1492,Sara,18,2.6
4401,Adriana,24,1.7
1332,Angela,25,5.0
1275,Christian,25,1.4
8737,Ana,22,1.2
4806,Andres,21,4.0
297,Patricia,24,2.5
8567,Manuela,20,2.8
1414,Daniel,15,3.7
1187,Mariana,24,2.7
8751,Valentina,25,2.8
5616,Vanessa,25,4.9
8047,Juliana,25,3.1
7229,Diana,18,2.4
9019,Carolina,23,4.9
7071,Maria,20,3.4
5231,Samuel,21,2.4
1122,Felipe,16,3.5
4571,Nicolas,23,1.5
8630,Santiago,15,4.2
1978,Camila,16,1.8
4709,Hector,23,2.7
247,Sergio,24,3.8
6351,Hector,24,2.4
486,Vanessa,15,2.2
8008,Mario,21,4.9
8373,Oscar,25,1.8
6166,Hector,22,1.3
5124,Elena,18,2.4
3245,Eduardo,19,3.8
1112,Luis,21,4.2
1321,Tomas,23,3.9
6216,Diana,17,2.2
726,Nicolas,18,1.5
4335,Nicolas,19,4.5
5052,Diana,18,4.6
7806,Elena,18,4.8
9880,Angela,24,1.0
5531,Manuela,17,3.5
2297,Adriana,24,4.1
9363,Diego,15,3.9
8759,Luis,20,3.7
6083,Manuela,23,3.2
5674,Manuela,17,3.7
481,Oscar,15,4.2
1849,Diego,19,4.4
6600,Elena,23,2.9
4107,Carlos,25,2.5
810,Andrea,22,2.9
4289,Ricardo,22,2.2
1204,Mario,25,4.4
2886,Maria,22,2.2
1295,Andres,18,3.2
8467,Juliana,22,3.6
7287,Camila,22,2.1
3649,Gustavo,17,2.2
9236,Isabella,17,2.4
9520,Gloria,15,4.5
8010,Bryan,19,4.5
5377,Sara,16,4.5
7085,Patricia,22,3.8
9922,Angela,15,3.0
8325,Natalia,21,2.4
6722,Steven,25,3.5
5655,Stefania,23,3.7
5180,Sara,15,4.5
9485,Martha,25,2.5
6337,Diego,23,3.9
328,Lucia,20,3.8
9775,Carolina,15,3.3
6531,Liliana,24,1.3
6197,Nicolas,16,1.8
3646,Ana,16,3.5
174,Elena,21,1.5
5431,Alejandra,20,2.6
1294,Carolina,20,2.5
9306,Ricardo,15,3.4
9410,Xiomara,19,4.2
5055,Melissa,25,2.9
6967,Oscar,22,1.9
5226,Santiago,24,2.3
3521,Julian,24,1.8
892,Vanessa,22,4.7
7558,Ana,20,2.9
9382,Angela,21,1.9
1217,Emanuel,25,2.9
316,Daniela,21,4.8
3983,Adriana,25,2.1
2191,Tomas,18,1.9
2508,Melissa,20,3.9
4856,Miguel,21,4.3
3365,David,23,3.6
6327,Hector,21,3.0
9564,Sebastian,19,2.6
5197,Gloria,17,4.7
4725,Mariana,21,3.7
1512,Elena,24,4.8
3160,Gabriela,16,3.4
551,Rosa,24,4.3
3857,Daniela,22,1.3
3292,Rosa,19,2.8
1998,Emanuel,16,3.3
2948,Emanuel,20,2.6
451,Juan,19,2.3
3075,Christian,19,2.1
4306,Maria,22,4.6
2734,Samuel,17,2.3
4416,Nicolas,20,4.2
1692,Stefania,18,2.7
3643,Nicolas,23,1.4
8088,Miguel,24,2.8
6414,Nicolas,25,4.6
9566,Bryan,18,4.4
1646,Juliana,25,1.0
4074,Sergio,16,1.8
4628,Rosa,20,3.0
6872,Claudia,18,3.8
7524,Melissa,24,2.6
2559,Alejandro,17,4.8
1489,Diana,21,1.2
4225,Alejandro,21,4.6
8201,Angela,23,1.9
9430,Cristian,19,4.9
3482,Alejandra,24,5.0
9593,Daniel,18,1.4
6411,Daniel,18,3.8
4728,Tatiana,19,3.0
3576,Luis,24,4.6
7395,Paula,16,2.1
6136,Nicolas,15,2.8
1154,Miguel,19,1.7
1503,Santiago,25,3.6
7997,Sergio,16,1.7
3808,Andres,15,4.2
8814,Jorge,23,4.5
8188,Ricardo,15,4.1
9591,Tatiana,15,4.8
8875,Andrea,16,3.3
1,Andres,23,4.5
7373,Eduardo,18,1.9
6772,Melissa,19,2.6
3250,Oscar,24,1.0
5335,Gloria,25,2.9
938,Esteban,17,2.3
7795,Felipe,24,1.9
4088,Ivan,16,2.7
4067,Santiago,15,1.7
8130,Tatiana,24,1.5
353,Ana,15,3.9
6852,Paola,15,1.0
9963,Claudia,18,3.0
4997,Diego,21,1.4
8067,Elena,23,4.3
6303,Christian,18,4.8
4321,Alejandro,15,2.1
9632,Camila,17,2.2
7411,Daniel,20,1.7
3674,Stefania,25,4.6
5641,Sergio,25,2.3
1067,Nicolas,21,3.0
611,Mateo,15,4.6
8512,Felipe,18,3.8
1428,Bryan,18,3.5
2042,Melissa,18,4.3
4986,Martha,16,3.3
6476,Melissa,15,2.9
9154,Valeria,15,4.0
5789,Roberto,24,3.2
783,Gloria,19,1.9
6328,Elena,16,1.6
7952,Bryan,23,2.2
9336,Diego,17,4.8
6137,Daniel,22,1.4
4860,Tatiana,15,3.0
7907,Samuel,15,4.8
2746,Diana,22,2.9
414,Fernando,23,3.8
5671,Bryan,15,2.0
3393,Luis,15,2.4
5628,Nicolas,20,1.2
1969,Lucia,16,3.1
7664,Jose,16,5.0
3611,Mario,23,3.9
1237,Alejandro,15,1.6
9881,Bryan,15,4.1
913,Roberto,15,3.1
709,Valentina,16,2.8
3156,Claudia,15,1.6
2802,Jonathan,22,2.0
8117,Martha,20,4.1
8068,Isabella,22,4.6
3713,Gabriela,16,4.7
5585,Gloria,16,3.8
5880,Sergio,19,5.0
6876,Mario,16,1.4
4301,Carolina,24,2.7
8425,Stefania,22,3.4
4562,Paula,15,2.4
9157,Vanessa,20,2.4
7968,Paola,15,4.5
3507,Elena,15,3.2
4013,Catalina,23,4.9
2906,Alexander,25,1.3
6980,Eduardo,19,3.4
184,Valentina,22,5.0
344,Juliana,25,2.0
2990,Melissa,20,1.8
2107,Jorge,18,2.4
6509,Andres,19,2.4
843,Tatiana,22,4.4
6910,Christian,19,1.3
2875,Fernando,16,2.9
727,David,19,2.2
9163,Alexander,19,1.7
9037,Isabella,25,4.2
3925,Paola,17,1.3
5830,Sara,17,5.0
2760,David,17,2.8
8632,Angela,23,4.4
8577,Eduardo,16,2.4
9415,Gabriela,21,3.8
9311,Angela,20,1.8
1438,Juan,19,1.1
3067,Gabriela,15,4.7
7005,David,23,3.6
2787,Jose,20,2.5
607,Catalina,22,4.0
194,Alejandro,18,2.4
8248,Natalia,25,1.3
7620,Samuel,16,2.1
9845,Vanessa,15,4.1
8260,Santiago,15,3.0
8434,Valentina,18,1.5
3122,Lucia,25,3.8
3151,Jonathan,23,4.0
432,Jose,16,2.6
6210,Andrea,20,2.8
9847,Angela,24,1.7
2639,Elena,20,3.7
5279,Esteban,20,2.3
5374,Rosa,15,1.6
8947,Angela,19,1.0
7129,Stefania,22,2.8
4178,Sergio,17,2.8
5495,Manuela,15,4.7
6621,Daniela,21,3.0
2141,Diana,21,2.9
2997,Jose,18,4.9
6579,Melissa,24,1.6
4045,Gustavo,20,1.4
5907,Tatiana,24,4.9
9000,Juliana,25,2.8
2489,Valeria,18,3.0
3904,Andres,24,1.8
1353,Natalia,22,3.0
654,Paula,17,3.2
4426,Monica,19,1.9
8333,Alejandro,24,4.5
3920,Tomas,22,4.1
