ID,Nombre,Edad,Promedio
209,Nicolas,15,1.3
210,Tomas,20,3.5
211,Pablo,15,2.7
212,Xiomara,19,4.1
213,Beatriz,24,1.2
214,Monica,19,2.0
215,Paola,25,3.5
216,Elena,15,2.9
217,Catalina,21,4.6
218,Beatriz,20,3.2
219,Monica,16,2.1
220,Jose,25,4.3
221,Stefania,20,4.5
222,Jorge,19,2.1
223,Samuel,25,3.9
224,Catalina,19,1.3
225,Pablo,23,1.1
226,Mariana,22,2.0
227,Oscar,16,1.5
228,Alexander,22,1.4
229,Xiomara,19,2.9
230,Sara,17,3.8
231,Maria,16,1.7
232,Miguel,16,2.6
233,Jonathan,24,1.6
234,Rosa,21,3.0
235,Maria,21,4.8
236,Patricia,20,2.9
237,Stefania,22,2.2
238,David,17,3.3
239,Gloria,16,3.0
240,Liliana,21,4.7
241,Liliana,24,1.4
242,Eduardo,24,1.6
243,Ricardo,25,3.8
244,Sara,22,1.8
245,Sara,15,4.8
246,Gabriela,20,3.2
247,Emanuel,17,4.2
248,Kevin,17,1.1
249,Diego,19,2.3
250,Paola,19,4.2
251,Cristian,16,3.3
252,Andres,20,4.0
253,Lucia,19,2.0
254,Manuela,22,2.6
255,Kevin,19,4.5
256,Sara,16,3.9
257,Oscar,20,4.9
258,Gloria,16,4.8
259,Camila,24,4.3
260,Vanessa,15,4.6
261,Ana,23,4.3
262,Sergio,20,3.8
263,Stefania,25,2.7
264,Valentina,24,4.5
265,Tatiana,23,2.3
266,Ana,19,1.4
267,Tatiana,22,1.5
268,Sofia,16,1.7
269,Natalia,24,3.1
270,Paola,25,4.6
271,Tatiana,25,1.6
272,Alejandro,18,2.6
273,Mario,15,4.8
274,Mauricio,18,4.0
275,Alejandra,15,5.0
276,Steven,24,1.1
277,Tomas,18,1.2
278,Adriana,23,4.4
279,Alejandro,18,1.3
280,Christian,24,4.7
281,Natalia,18,2.9
282,Daniela,24,2.9
283,Juan,15,1.6
284,Eduardo,19,2.2
285,Laura,23,3.8
286,Sofia,19,2.2
287,Gabriela,18,3.6
288,Hector,24,1.9
289,Cristian,15,1.4
290,Angelica,22,4.0
291,Alejandro,22,3.5
292,Sebastian,23,1.5
293,Luis,23,1.3
294,Fernando,24,2.9
295,Carolina,18,3.8
296,Lucia,18,2.6
297,Paola,18,2.9
298,Emanuel,18,3.4
299,Kevin,21,3.5
300,Juan,19,3.9
301,Camila,19,2.5
302,Mario,23,2.4
303,Elena,20,4.1
304,Ivan,24,3.6
305,Eduardo,18,4.8
306,Diego,20,1.5
307,Valeria,18,3.9
308,Mario,17,1.2
309,Miguel,20,2.1
310,Sara,21,3.4
311,Kevin,24,4.2
312,David,17,3.6
313,Cristian,19,3.1
314,Sofia,23,4.4
315,Felipe,16,4.8
316,Patricia,20,2.5
317,Paula,24,4.1
318,Natalia,20,4.4
319,Sebastian,18,1.8
320,Hector,16,4.9
321,Rosa,18,1.1
322,Elena,15,4.1
323,Monica,15,4.1
324,Hector,23,3.1
325,Jorge,20,3.5
326,Camila,22,2.8
327,Felipe,24,3.7
328,Sergio,23,4.2
329,Luis,15,4.8
330,Sebastian,19,3.8
331,Melissa,20,3.4
332,Pablo,19,2.6
333,Liliana,18,4.0
334,Juan,18,2.3
335,Laura,19,1.2
336,Gabriela,18,1.0
337,Daniel,18,2.8
338,Isabella,25,2.7
339,Martha,19,4.7
340,Monica,19,4.5
341,Jonathan,17,3.8
342,Juan,15,4.9
343,Roberto,16,4.8
344,Daniela,21,4.7
345,Steven,24,4.4
346,Roberto,17,2.4
347,Monica,22,2.7
348,Gloria,22,4.3
349,Vanessa,25,1.4
350,Claudia,18,2.6
351,Isabella,16,3.7
352,Manuela,15,3.1
353,Catalina,19,1.6
354,Martha,22,1.5
355,Bryan,20,1.6
356,Melissa,17,1.8
357,Tatiana,21,2.5
358,Monica,16,4.5
359,Daniela,21,3.9
360,Eduardo,17,1.9
361,Emanuel,25,3.7
362,Isabella,25,4.2
363,Tomas,25,4.2
364,Miguel,20,2.8
365,Alexander,23,3.5
366,Beatriz,19,4.3
367,Diana,25,3.9
368,Ana,16,4.8
369,Sara,18,4.5
370,Christian,15,4.8
371,Mauricio,15,1.5
372,Hector,16,1.7
373,Jose,19,2.5
374,Jonathan,25,1.7
375,Paula,20,1.3
376,David,22,2.5
377,Paola,24,3.5
378,Mario,20,3.7
379,Mario,21,3.4
380,Laura,21,1.3
381,Bryan,21,3.7
382,Adriana,19,1.5
383,Valentina,22,3.6
384,Beatriz,18,4.4
385,Andres,21,3.1
386,Oscar,20,2.6
387,Isabella,18,2.9
388,Elena,17,1.3
389,Julian,24,4.7
390,Mateo,20,2.1
391,Carlos,19,2.8
392,Daniela,24,1.1
393,Xiomara,21,1.1
394,Cristian,25,3.0
395,Carolina,20,4.7
396,Stefania,20,4.7
397,Mateo,15,4.0
398,Christian,24,4.9
399,Natalia,25,1.6
400,Xiomara,21,4.1
401,Sara,15,4.9
402,Hector,25,4.8
403,David,25,4.6
404,Rosa,25,5.0
405,Ivan,19,1.1
406,Claudia,25,2.8
407,Sergio,15,1.1
408,Melissa,18,1.9
409,Angela,24,3.6
410,Julian,17,2.0
411,Kevin,22,3.0
412,Melissa,24,2.3
413,Beatriz,17,1.6
414,Angela,15,2.2
415,Carlos,24,3.7
416,Juan,23,2.8
417,Ivan,23,3.4
418,Jonathan,24,3.6
419,Valeria,21,2.4
420,Beatriz,22,3.9
421,Felipe,17,3.6
422,Melissa,24,1.6
423,Felipe,18,2.9
424,Xiomara,23,1.8
425,Natalia,25,4.5
426,Esteban,25,1.6
427,Valeria,17,4.8
428,Xiomara,25,2.6
429,Vanessa,22,2.4
430,Tatiana,20,4.4
431,Carlos,19,4.7
432,Carolina,22,2.3
433,Diana,25,4.6
434,Mario,22,1.9
435,Jonathan,19,4.7
436,Sofia,15,2.1
437,Mario,19,4.6
438,Sara,25,4.0
439,Tomas,25,2.4
440,Sara,21,4.0
441,Manuela,22,1.5
442,Ricardo,16,4.1
443,Lucia,22,1.1
444,Paola,21,1.7
445,Patricia,20,3.9
446,Gabriela,17,3.5
447,Liliana,17,4.4
448,Andrea,23,1.7
449,Alejandro,15,1.7
450,Stefania,16,1.3
451,Steven,21,4.6
452,Sofia,20,4.7
453,Diego,16,3.2
454,Kevin,24,2.3
455,Elena,25,1.8
456,Valentina,25,5.0
457,Manuela,25,4.1
458,Luis,18,5.0
459,Ivan,20,2.4
460,Mario,15,1.4
461,Daniel,24,4.3
462,Sebastian,24,4.3
463,Alexander,24,2.3
464,Samuel,22,2.8
465,Xiomara,22,5.0
466,Alejandra,18,3.4
467,Roberto,15,2.6
468,Beatriz,18,2.0
469,Roberto,15,2.6
470,Catalina,24,2.7
471,Maria,23,2.5
472,Santiago,24,1.4
473,Kevin,15,4.1
474,Stefania,18,3.9
475,Melissa,21,4.1
476,Sara,21,4.8
477,Pablo,23,1.2
478,Eduardo,16,1.6
479,Fernando,19,2.7
480,Jorge,23,3.7
481,Manuela,24,1.0
482,Roberto,19,1.4
483,Diana,22,3.8
484,Andres,25,2.3
485,Gabriela,22,3.5
486,Martha,15,4.9
487,Mateo,16,4.2
488,Daniel,22,4.0
489,Fernando,25,3.1
490,Mario,25,1.8
491,Sara,19,4.6
492,Carlos,20,2.6
493,David,18,4.9
494,Juan,23,4.0
495,Christian,17,2.0
496,Martha,24,2.9
497,Sara,25,1.5
498,Emanuel,21,4.9
499,David,23,2.7
500,Andrea,25,3.3
501,Jorge,25,2.4
502,Isabella,17,2.4
503,Catalina,18,1.4
504,Emanuel,20,2.0
505,Angela,17,2.6
506,Pablo,16,3.5
507,Elena,19,4.9
508,Paola,20,3.7
509,Eduardo,25,2.8
510,Carlos,22,2.1
511,Andrea,21,3.5
512,Rosa,16,4.6
513,Alexander,24,2.0
514,Valeria,21,3.3
515,Eduardo,23,1.2
516,Gloria,19,2.8
517,Christian,16,2.6
518,Valeria,24,4.8
519,Carlos,25,1.7
520,Cristian,20,2.0
521,Manuela,20,2.5
522,Claudia,23,3.1
523,Vanessa,25,4.4
524,Felipe,18,4.9
525,Christian,19,2.4
526,Miguel,17,4.6
527,Esteban,24,2.5
528,Mariana,18,2.3
529,David,17,4.6
530,Monica,17,3.2
531,Esteban,22,1.6
532,Stefania,19,3.9
533,Julian,22,1.8
534,Daniela,20,2.9
535,Sebastian,20,3.1
536,Gloria,23,2.7
537,Tatiana,24,2.6
538,Daniela,19,4.1
539,Valentina,21,4.7
540,Andrea,21,3.8
541,Claudia,24,5.0
542,Maria,24,3.3
543,Oscar,23,2.0
544,Esteban,18,3.8
545,Monica,18,2.9
546,Fernando,15,3.2
547,Oscar,20,3.5
548,Lucia,19,2.7
549,Tomas,16,1.4
550,Diana,15,4.7
551,Samuel,20,4.1
552,Luis,15,1.9
553,Hector,19,2.0
554,Paola,15,3.4
555,Samuel,25,5.0
556,Manuela,24,4.7
557,Gustavo,24,2.4
558,Daniela,19,4.6
559,Christian,21,4.5
560,Nicolas,18,3.9
561,Elena,19,4.1
562,Carlos,15,4.3
563,Pablo,17,1.8
564,Claudia,19,4.5
565,Patricia,18,3.6
566,Angela,16,3.2
567,Ana,23,1.6
568,Andres,23,3.4
569,Sergio,18,1.8
570,Roberto,23,4.9
571,Diego,18,4.8
572,Luis,20,1.7
573,Camila,25,2.7
574,Miguel,17,4.9
575,Ricardo,23,3.4
576,Kevin,23,3.1
577,Miguel,18,3.8
578,Julian,18,1.3
579,Felipe,25,3.9
580,Gabriela,23,2.3
581,Sergio,15,3.5
582,Felipe,24,1.4
583,Bryan,17,1.0
584,Stefania,15,2.0
585,Gabriela,20,4.7
586,Jose,18,2.9
587,Kevin,22,3.3
588,Jorge,25,3.3
589,Ricardo,22,3.6
590,Martha,19,3.8
591,Gabriela,19,4.7
592,Mauricio,17,3.3
593,Andres,20,2.6
594,Natalia,22,3.3
595,Diego,20,3.7
596,Ana,24,4.4
597,Eduardo,15,3.2
598,Valeria,16,1.8
599,Andrea,18,3.3
600,Jose,15,3.9
601,Jorge,22,2.0
602,Mauricio,22,1.2
603,Esteban,19,1.4
604,Jorge,21,2.3
605,Jonathan,17,1.8
606,Diego,16,5.0
607,Tomas,16,2.8
608,Alejandro,20,1.5
609,Mateo,23,4.2
610,Ivan,21,4.2
611,Tomas,23,4.0
612,Ivan,20,2.2
613,Mauricio,18,2.3
614,Valeria,17,3.1
615,Carlos,19,3.5
616,Oscar,24,2.9
617,Bryan,22,3.5
618,Paola,17,1.2
619,Jorge,18,3.7
620,Mateo,22,4.5
621,Diana,16,2.1
622,Cristian,24,3.4
623,Juliana,19,2.0
624,Cristian,21,3.5
625,Tomas,15,2.7
626,David,16,1.3
627,Gustavo,25,2.7
628,Isabella,17,3.0
629,Lucia,24,3.9
630,Daniel,16,3.2
631,Lucia,16,3.1
632,Alejandra,23,4.8
633,Martha,16,4.3
634,Gabriela,20,1.2
635,Kevin,21,2.1
636,Angela,16,4.4
637,Carlos,16,3.8
638,Jose,22,3.9
639,Alexander,20,4.1
640,Cristian,22,3.1
641,Tatiana,25,3.0
642,Tomas,20,2.5
643,Oscar,15,2.1
644,Ricardo,16,1.6
645,Sofia,16,4.9
646,Andrea,17,2.3
647,Diana,17,4.8
648,Ana,23,1.6
649,Tomas,24,2.7
650,Christian,19,1.7
651,Andres,22,2.2
652,Sara,25,3.0
653,Samuel,16,2.5
654,Luis,23,3.6
655,Luis,23,2.8
656,Pablo,16,2.1
657,Juliana,19,5.0
658,Mario,18,2.0
659,Mateo,20,1.1
660,Maria,15,3.3
661,Sergio,15,3.8
662,Juliana,15,3.7
663,Beatriz,19,3.4
664,Vanessa,21,1.9
665,Alexander,23,3.0
666,Julian,19,2.7
667,Christian,24,3.0
668,Sergio,18,4.5
669,Liliana,16,3.7
670,Mario,17,3.4
671,Alexander,16,3.4
672,Pablo,20,3.6
673,Natalia,24,2.7
674,Carlos,16,2.9
675,Maria,21,1.8
676,Valeria,24,2.0
677,Gustavo,23,3.9
678,Vanessa,16,4.4
679,Xiomara,23,3.8
680,Daniel,16,3.9
681,Mauricio,21,2.0
682,Ana,24,1.1
683,Pablo,17,2.7
684,Paula,18,1.3
685,Maria,17,1.3
686,Xiomara,15,1.4
687,Catalina,21,3.6
688,Hector,23,5.0
689,Paola,25,2.7
690,Rosa,18,2.9
691,Valentina,15,2.2
692,Samuel,17,2.3
693,Esteban,21,3.2
694,Ivan,16,3.8
695,Gustavo,22,1.8
696,Samuel,16,1.2
697,Mauricio,16,2.2
698,Nicolas,20,3.0
699,Alejandra,23,2.0
700,Pablo,25,2.4
701,Pablo,24,3.4
702,Andres,20,3.7
703,Roberto,22,4.7
704,Hector,22,2.6
705,Samuel,21,4.2
706,Mateo,20,4.2
707,Oscar,21,4.3
708,Nicolas,25,1.8
709,Samuel,25,2.1
710,Paola,20,4.6
711,Santiago,17,2.1
712,Paola,23,1.9
713,Laura,16,2.3
714,Julian,17,1.3
715,Isabella,21,3.6
716,Diego,19,2.1
717,Miguel,21,2.5
718,Patricia,24,4.5
719,Laura,17,3.5
720,Juliana,17,4.2
721,Ricardo,16,3.4
722,Sergio,16,2.8
723,Pablo,25,4.2
724,Mateo,17,1.6
725,Ricardo,25,1.1
726,Laura,16,4.1
727,Rosa,17,2.1
728,Daniel,17,3.4
729,Manuela,17,3.1
730,Claudia,23,3.7
731,Adriana,20,3.9
732,Manuela,16,1.3
733,Catalina,15,3.7
734,Andres,24,3.6
735,Isabella,21,3.2
736,Juliana,20,3.9
737,Mario,21,4.7
738,Jose,21,1.2
739,Sebastian,16,4.3
740,Daniela,21,2.9
741,Mateo,23,1.3
742,Daniel,16,1.0
743,Miguel,22,4.0
744,Xiomara,18,3.7
745,Tatiana,16,1.7
746,Diana,16,3.4
747,Alejandro,21,3.2
748,Andrea,20,3.8
749,Paula,19,2.0
750,Andrea,20,3.0
751,Christian,25,4.0
752,Mario,18,2.4
753,Alejandra,15,3.9
754,Tomas,19,1.8
755,Andres,21,1.2
756,Gloria,25,2.6
757,Angelica,20,3.3
758,David,21,2.0
759,Liliana,18,4.7
760,Valeria,20,1.4
761,Valeria,25,1.3
762,Sebastian,16,1.2
763,Mario,15,1.2
764,Manuela,16,4.8
765,Sergio,18,3.2
766,Valentina,24,2.7
767,Samuel,25,4.3
768,Mateo,20,3.7
769,Sergio,16,2.4
770,Ricardo,24,2.6
771,Valentina,19,4.3
772,Angela,23,4.4
773,Patricia,17,3.7
774,Bryan,16,4.2
775,Jonathan,25,4.6
776,Gabriela,23,3.2
777,Juan,17,2.4
778,Santiago,18,2.5
779,Liliana,16,2.2
780,Alexander,16,4.3
781,Emanuel,18,4.0
782,David,24,2.3
783,Steven,20,4.6
784,Emanuel,17,1.6
785,Claudia,20,1.0
786,Claudia,15,2.2
787,Santiago,22,2.8
788,Vanessa,23,2.1
789,Oscar,22,4.7
790,Julian,25,4.6
791,Ana,22,1.7
792,Angela,24,1.4
793,Sara,21,1.8
794,Julian,17,4.8
795,Gustavo,23,4.2
796,Sebastian,24,1.8
797,Isabella,16,2.2
798,Andrea,24,3.1
799,Juliana,25,4.4
800,Alejandro,20,3.3
801,Sofia,24,2.8
802,Natalia,16,4.5
803,Daniel,19,4.6
804,Samuel,22,3.6
805,Manuela,20,1.8
806,Stefania,21,3.5
807,Emanuel,23,1.9
808,Juliana,24,3.9
809,Jonathan,20,2.6
810,Martha,15,4.0
811,Elena,15,3.0
812,Cristian,22,4.8
813,Fernando,25,2.3
814,Mauricio,17,4.7
815,Andrea,25,3.2
816,Paula,20,1.4
817,Cristian,24,4.6
818,Alejandra,18,2.1
819,Bryan,24,4.9
820,Felipe,18,2.7
821,Daniela,22,4.8
822,Manuela,18,4.5
823,Kevin,16,4.9
824,Andrea,21,3.4
825,Paula,24,4.0
826,David,20,4.2
827,Angela,25,4.3
828,Maria,15,1.5
829,Ana,20,3.2
830,Tomas,19,1.5
831,Juan,23,2.8
832,Sebastian,23,1.4
833,Emanuel,20,4.3
834,Christian,19,3.8
835,David,23,5.0
836,David,19,1.0
837,Roberto,24,1.8
838,Ivan,24,4.1
839,Samuel,20,1.6
840,Mario,21,3.2
841,Sebastian,24,3.6
842,Mariana,15,3.1
843,Cristian,16,2.6
844,Ivan,20,3.8
845,Angela,22,4.2
846,Catalina,20,4.4
847,Alejandra,19,2.6
848,Angela,25,4.8
849,Vanessa,17,2.3
850,Diana,22,3.9
851,Monica,20,2.6
852,Sebastian,17,3.6
853,Daniel,21,2.1
854,Luis,19,3.9
855,Alejandra,23,2.5
856,Valentina,15,2.9
857,Mateo,17,1.7
858,Andrea,20,1.2
859,Gabriela,22,1.6
860,Gloria,20,4.8
861,Daniela,16,4.1
862,Alejandra,19,1.6
863,Santiago,24,1.3
864,Gloria,24,4.3
865,Julian,19,4.2
866,Alejandra,15,3.8
867,Angelica,17,3.7
868,Alexander,24,2.0
869,Mauricio,24,4.4
870,Sergio,15,3.8
871,Diego,15,2.5
872,Eduardo,23,2.1
873,Diana,24,4.8
874,Martha,19,1.6
875,Paula,19,1.4
876,Tomas,18,4.9
877,Vanessa,24,1.4
878,Juan,24,3.7
879,Elena,21,1.5
880,Angela,17,4.7
881,Ricardo,16,2.4
882,Mateo,16,2.9
883,Sofia,18,1.2
884,Alexander,25,3.2
885,Oscar,21,3.5
886,Alejandro,25,1.8
887,Mauricio,19,4.8
888,Gloria,16,1.3
889,Santiago,25,5.0
890,Jonathan,18,3.0
891,Mariana,24,2.9
892,Daniel,18,3.6
893,Beatriz,16,2.5
894,Sofia,21,1.7
895,Luis,15,1.9
896,Ana,21,3.0
897,Steven,21,4.2
898,Rosa,19,1.7
899,Miguel,17,2.2
900,Ana,21,1.8
901,Valeria,15,3.0
902,Tomas,25,2.1
903,Miguel,19,3.0
904,Camila,18,2.0
905,Mariana,20,1.5
906,Andres,16,2.6
907,Pablo,18,1.6
908,David,17,2.1
909,Juliana,20,1.4
910,Stefania,15,1.1
911,Sebastian,21,2.3
912,Mario,17,2.8
913,Felipe,23,3.3
914,Sofia,23,1.3
915,Martha,21,2.4
916,Oscar,20,3.3
917,Mauricio,25,3.3
918,Manuela,23,2.2
919,Daniela,23,2.2
920,Monica,15,4.6
921,Alexander,23,2.8
922,Pablo,18,3.5
923,Steven,21,2.9
924,Gustavo,25,3.9
925,Sergio,15,4.8
926,Ricardo,20,3.7
927,Melissa,22,2.0
928,Monica,15,2.6
929,Samuel,23,1.7
930,Eduardo,17,4.4
931,Jonathan,23,2.6
932,Elena,19,4.3
933,Miguel,23,2.8
934,Nicolas,16,3.9
935,Beatriz,15,3.3
936,Steven,23,1.1
937,Carolina,17,3.6
938,Tomas,20,2.3
939,Alejandra,22,4.1
940,Martha,23,2.5
941,Andrea,15,1.5
942,Catalina,19,4.0
943,Luis,23,1.1
944,Martha,19,2.2
945,Manuela,20,4.7
946,Christian,15,4.4
947,Jose,20,1.9
948,Jonathan,25,3.2
949,Valeria,16,4.3
950,Esteban,15,1.6
951,Sebastian,22,4.8
952,Sofia,25,4.7
953,Angela,16,4.7
954,Felipe,20,4.1
955,Martha,25,2.7
956,Stefania,22,2.7
957,Camila,17,4.1
958,Xiomara,23,3.4
959,Ivan,21,4.3
960,Hector,20,1.4
961,Mariana,16,2.2
962,Kevin,25,1.7
963,Diana,20,1.9
964,Stefania,25,3.5
965,Maria,15,2.2
966,Isabella,25,2.5
967,Ana,23,1.1
968,Nicolas,19,2.9
969,Elena,19,4.5
970,David,16,1.4
971,Vanessa,25,2.8
972,Luis,17,4.6
973,Miguel,21,2.5
974,Gabriela,19,4.2
975,Tatiana,16,4.3
976,Sara,15,2.7
977,Mariana,24,3.3
978,Angelica,25,3.8
979,Alexander,25,3.0
980,Melissa,21,2.1
981,Pablo,21,2.4
982,Juan,17,2.2
983,Gabriela,22,2.9
984,Carolina,18,4.1
985,Mariana,19,3.8
986,Pablo,25,4.9
987,Angelica,15,2.6
988,Jonathan,21,4.6
989,Andrea,24,1.0
990,Gloria,24,2.4
991,Sebastian,24,3.6
992,Paola,25,3.0
993,Andres,25,1.6
994,Samuel,22,2.1
995,Sara,19,2.4
996,Mauricio,16,1.1
997,Ana,20,1.3
998,Angelica,21,4.5
999,Angelica,18,4.5
1000,Xiomara,21,2.5
1001,Juliana,16,2.0
1002,Laura,16,4.7
1003,Isabella,16,4.9
1004,Ivan,19,1.9
1005,Roberto,22,4.2
1006,Tatiana,23,1.9
1007,David,23,3.3
1008,Diana,17,2.3
1009,Diana,16,3.9
1010,Tatiana,16,2.0
1011,Manuela,23,2.8
1012,Maria,24,3.2
1013,Oscar,23,3.2
1014,Gloria,23,3.1
1015,Christian,22,4.3
1016,Beatriz,21,1.4
1017,Samuel,16,3.0
1018,Miguel,23,1.1
1019,Miguel,17,1.2
1020,Oscar,18,1.8
1021,Beatriz,18,2.9
1022,Sofia,23,3.8
1023,Adriana,23,2.7
1024,Kevin,17,3.8
1025,Angelica,21,3.0
1026,Sebastian,15,4.5
1027,Ivan,17,2.5
1028,Alejandro,25,3.4
1029,Felipe,21,4.1
1030,Fernando,15,4.0
1031,Gustavo,23,5.0
1032,Elena,19,3.2
1033,Mario,18,2.3
1034,Melissa,24,4.4
1035,Ivan,21,3.7
1036,Juan,17,2.5
1037,Ana,21,2.0
1038,Patricia,20,3.1
1039,Adriana,21,3.2
1040,Alexander,15,2.1
1041,Mariana,17,3.1
1042,Daniel,21,4.3
1043,Andres,20,3.7
1044,Jose,21,2.7
1045,Catalina,20,3.1
1046,Oscar,16,3.4
1047,Valentina,20,2.1
1048,Liliana,25,3.6
1049,Valeria,23,3.5
1050,Sara,24,3.1
1051,David,23,4.1
1052,Fernando,24,3.7
1053,Tomas,22,1.3
1054,Jonathan,17,2.6
1055,Santiago,15,2.2
1056,Diana,25,3.5
1057,Ivan,17,3.3
1058,Maria,17,1.6
1059,David,21,2.8
1060,Stefania,21,1.5
1061,Jonathan,22,4.5
1062,Tomas,19,3.9
1063,Adriana,21,3.5
1064,Martha,22,2.4
1065,Andres,25,2.6
1066,Mauricio,22,4.4
1067,Liliana,23,4.3
1068,Melissa,15,3.7
1069,Mariana,20,4.7
1070,Samuel,17,2.6
1071,Bryan,23,4.0
1072,Sebastian,18,1.8
1073,Mario,15,3.8
1074,Sergio,21,2.0
1075,Bryan,16,4.8
1076,Nicolas,18,2.2
1077,Mateo,19,3.8
1078,Tomas,23,2.5
1079,Camila,17,1.7
1080,Eduardo,17,1.2
